iter	Passed	Remaining
1661	259013	52675
1662	259171	52520
1663	259325	52363
1664	259477	52207
1665	259636	52051
1666	259790	51895
1667	259943	51739
1668	260098	51583
1669	260252	51427
1670	260405	51270
1671	260558	51114
1672	260718	50959
1673	260880	50804
1674	261037	50649
1675	261196	50493
1676	261356	50338
1677	261508	50182
1678	261663	50026
1679	261824	49871
1680	261977	49715
1681	262128	49558
1682	262286	49402
1683	262448	49248
1684	262607	49092
1685	262759	48936
1686	262919	48781
1687	263070	48624
1688	263224	48468
1689	263381	48312
1690	263536	48156
1691	263689	48000
1692	263848	47845
1693	264003	47688
1694	264160	47533
1695	264318	47377
1696	264474	47222
1697	264625	47065
1698	264784	46910
1699	264944	46754
1700	265102	46599
1701	265260	46443
1702	265416	46288
1703	265574	46132
1704	265734	45977
1705	265895	45822
1706	266057	45667
1707	266216	45512
1708	266372	45356
1709	266524	45200
1710	266676	45043
1711	266836	44888
1712	266988	44731
1713	267141	44575
1714	267298	44419
1715	267451	44263
1716	267604	44107
1717	267757	43950
1718	267918	43795
1719	268070	43639
1720	268228	43483
1721	268379	43327
1722	268533	43171
1723	268688	43015
1724	268844	42859
1725	268998	42703
1726	269168	42549
1727	269325	42393
1728	269478	42237
1729	269636	42082
1730	269797	41926
1731	269951	41770
1732	270106	41614
1733	270263	41459
1734	270415	41302
1735	270571	41146
1736	270724	40990
1737	270881	40834
1738	271039	40679
1739	271197	40523
1740	271349	40367
1741	271503	40211
1742	271656	40054
1743	271810	39898
1744	271974	39744
1745	272135	39589
1746	272294	39433
1747	272447	39277
1748	272599	39120
1749	272756	38965
1750	272907	38808
1751	273060	38652
1752	273221	38497
1753	273381	38342
1754	273540	38186
1755	273695	38030
1756	273859	37875
1757	274019	37720
1758	274181	37565
1759	274336	37409
1760	274493	37253
1761	274646	37097
1762	274806	36942
1763	274957	36785
1764	275109	36629
1765	275267	36473
1766	275427	36318
1767	275581	36162
1768	275737	36006
1769	275897	35851
1770	276058	35695
1771	276210	35539
1772	276368	35383
1773	276519	35227
1774	276674	35071
1775	276826	34915
1776	276984	34759
1777	277143	34604
1778	277296	34447
1779	277454	34292
1780	277611	34136
1781	277774	33981
1782	277933	33825
1783	278087	33669
1784	278245	33514
1785	278404	33358
1786	278561	33202
1787	278729	33048
1788	278922	32896
1789	279095	32743
1790	279255	32587
1791	279406	32431
1792	279566	32275
1793	279725	32120
1794	279879	31963
1795	280041	31808
1796	280191	31652
1797	280342	31495
1798	280492	31339
1799	280641	31182
1800	280798	31026
1801	280955	30870
1802	281126	30716
1803	281298	30562
1804	281455	30406
1805	281615	30251
1806	281776	30095
1807	281937	29940
1808	282091	29784
1809	282242	29627
1810	282393	29471
1811	282550	29315
1812	282702	29159
1813	282856	29002
1814	283009	28846
1815	283163	28690
1816	283313	28534
1817	283470	28378
1818	283629	28222
1819	283783	28066
1820	283937	27910
1821	284097	27754
1822	284250	27598
1823	284408	27442
1824	284566	27287
1825	284723	27131
1826	284872	26974
1827	285025	26818
1828	285185	26663
1829	285345	26507
1830	285504	26351
1831	285655	26195
1832	285808	26039
1833	285959	25882
1834	286111	25726
1835	286270	25570
1836	286429	25415
1837	286580	25258
1838	286739	25103
1839	286891	24947
1840	287048	24791
1841	287205	24635
1842	287357	24479
1843	287516	24323
1844	287676	24167
1845	287840	24012
1846	288002	23857
1847	288156	23701
1848	288305	23544
1849	288457	23388
1850	288616	23232
1851	288777	23077
1852	288935	22921
1853	289093	22765
1854	289251	22609
1855	289409	22454
1856	289559	22297
1857	289719	22142
1858	289878	21986
1859	290036	21830
1860	290195	21674
1861	290352	21519
1862	290501	21362
1863	290660	21206
1864	290810	21050
1865	290960	20894
1866	291111	20737
1867	291263	20581
1868	291428	20426
1869	291586	20270
1870	291743	20114
1871	291895	19958
1872	292047	19802
1873	292202	19646
1874	292358	19490
1875	292518	19334
1876	292668	19178
1877	292823	19022
1878	292983	18866
1879	293134	18710
1880	293287	18554
1881	293436	18398
1882	293588	18242
1883	293742	18086
1884	293900	17930
1885	294053	17774
1886	294218	17618
1887	294368	17462
1888	294519	17306
1889	294681	17150
1890	294839	16994
1891	294998	16839
1892	295157	16683
1893	295307	16527
1894	295464	16371
1895	295616	16215
1896	295771	16059
1897	295923	15903
1898	296084	15747
1899	296235	15591
1900	296394	15435
1901	296555	15279
1902	296713	15124
1903	296871	14968
1904	297028	14812
1905	297189	14656
1906	297348	14500
1907	297500	14344
1908	297657	14189
1909	297813	14033
1910	297964	13876
1911	298113	13720
1912	298271	13564
1913	298422	13408
1914	298582	13253
1915	298733	13096
1916	298883	12940
1917	299036	12784
1918	299192	12628
1919	299342	12472
1920	299495	12316
1921	299652	12160
1922	299809	12004
1923	299970	11849
1924	300129	11693
1925	300287	11537
1926	300437	11381
1927	300592	11225
1928	300752	11069
1929	300908	10913
1930	301066	10757
1931	301219	10601
1932	301371	10445
1933	301521	10289
1934	301678	10133
1935	301835	9978
1936	301994	9822
1937	302146	9666
1938	302298	9510
1939	302450	9354
1940	302601	9198
1941	302760	9042
1942	302911	8886
1943	303063	8730
1944	303217	8574
1945	303369	8418
1946	303522	8262
1947	303680	8106
1948	303831	7950
1949	303988	7794
1950	304140	7638
1951	304297	7482
1952	304450	7326
1953	304600	7170
1954	304759	7014
1955	304914	6859
1956	305065	6703
1957	305225	6547
1958	305375	6391
1959	305535	6235
1960	305688	6079
1961	305847	5923
1962	306005	5767
1963	306165	5611
1964	306323	5456
1965	306475	5300
1966	306629	5144
1967	306782	4988
1968	306933	4832
1969	307097	4676
1970	307251	4520
1971	307410	4364
1972	307562	4208
1973	307713	4052
1974	307875	3897
1975	308030	3741
1976	308183	3585
1977	308341	3429
1978	308494	3273
1979	308643	3117
1980	308800	2961
1981	308960	2805
1982	309111	2649
1983	309270	2494
1984	309421	2338
1985	309580	2182
1986	309731	2026
1987	309889	1870
1988	310041	1714
1989	310200	1558
1990	310351	1402
1991	310509	1247
1992	310658	1091
1993	310810	935
1994	310963	779
1995	311114	623
1996	311271	467
1997	311423	311
1998	311583	155
1999	311737	0
