iter	Logloss
349	0.4581306168
350	0.4576739984
351	0.457144365
352	0.4565690716
353	0.4560685433
354	0.4555681908
355	0.454946004
356	0.4544693661
357	0.4539581378
358	0.4532019736
359	0.4526706678
360	0.4520137218
361	0.4514366241
362	0.450930059
363	0.4503562085
364	0.4498615199
365	0.4493052871
366	0.4487264711
367	0.4480566072
368	0.4474729795
369	0.4470511764
370	0.4464676894
371	0.446007302
372	0.4456288339
373	0.445067662
374	0.4446363908
375	0.4442176951
376	0.4436430557
377	0.4432915693
378	0.4429557528
379	0.4424987495
380	0.4419011097
381	0.4412930286
382	0.440671589
383	0.4402277809
384	0.4397793034
385	0.4392198961
386	0.4387827523
387	0.4382322092
388	0.4375549489
389	0.4370936317
390	0.43645236
391	0.4359998951
392	0.4355643058
393	0.4351148441
394	0.434632312
395	0.4340167784
396	0.4334960078
397	0.4330775248
398	0.4326733957
399	0.4322445451
400	0.4317397414
401	0.4312032085
402	0.4308316129
403	0.4302521703
404	0.429711778
405	0.4291268816
406	0.4286761503
407	0.4282422743
408	0.4277851658
409	0.4272692966
410	0.426894756
411	0.4264202674
412	0.4259353669
413	0.4254645182
414	0.4249398806
415	0.4242143833
416	0.4237817076
417	0.4232495238
418	0.4227669985
419	0.4223246097
420	0.4217275217
421	0.421231328
422	0.4207635333
423	0.4201405091
424	0.4196789735
425	0.419112472
426	0.4186627122
427	0.4181253333
428	0.4175535366
429	0.4171339081
430	0.4167996573
431	0.4162991774
432	0.4159025998
433	0.4154883977
434	0.4149579825
435	0.4144733575
436	0.4140103449
437	0.4134131978
438	0.4129329359
439	0.4123016845
440	0.4118211673
441	0.4114083071
442	0.4109875553
443	0.4105778418
444	0.4102036291
445	0.4096721689
446	0.4093037182
447	0.4088636071
448	0.4084092909
449	0.4078797445
450	0.407407458
451	0.4069780112
452	0.4064860097
453	0.4060921501
454	0.4055848972
455	0.4050996146
456	0.4047819835
457	0.4044217239
458	0.4040021548
459	0.4036832427
460	0.4031899447
461	0.40281336
462	0.4022112862
463	0.4016935151
464	0.4012022536
465	0.4007975504
466	0.4004094339
467	0.3998645668
468	0.3995948786
469	0.3991122963
470	0.3986442107
471	0.3983076023
472	0.3978714324
473	0.3973205945
474	0.3969406519
475	0.3964588157
476	0.3959722405
477	0.3954647753
478	0.3949496288
479	0.3944958085
480	0.3939490243
481	0.3935271433
482	0.3929619145
483	0.3925359301
484	0.3920559038
485	0.3916781204
486	0.3911113325
487	0.3906293936
488	0.3901835475
489	0.3896202891
490	0.3891624026
491	0.3886659911
492	0.3882470225
493	0.3876626034
494	0.3873231529
495	0.3868235394
496	0.3863334959
497	0.3858238245
498	0.3855348634
499	0.3849503775
500	0.3844101255
501	0.3839981276
502	0.3836700109
503	0.3831852049
504	0.3827678922
505	0.3824111105
506	0.3820416316
507	0.3815861019
508	0.3812327699
509	0.3807505841
510	0.3802757107
511	0.379606782
512	0.379199555
513	0.3785648967
514	0.3781363326
515	0.3778132952
516	0.377370032
517	0.37691489
518	0.3764068306
519	0.3759506495
520	0.3755902224
521	0.3750332339
522	0.3744692734
523	0.3740180951
524	0.3737025709
525	0.3733138333
526	0.3729679263
527	0.3725042885
528	0.3721372935
529	0.371679416
530	0.3713669007
531	0.371038559
532	0.370550264
533	0.3702564511
534	0.3696876491
535	0.3693304056
536	0.3689874029
537	0.3686107426
538	0.3682276625
539	0.3678037739
540	0.367428513
541	0.3669235399
542	0.3663654626
543	0.3659291577
544	0.3656463271
545	0.3652589384
546	0.3647842471
547	0.3643187644
548	0.3639293027
549	0.3635290159
550	0.3631068192
551	0.3627050983
552	0.3622633614
553	0.3617533109
554	0.3614062709
555	0.3610356518
556	0.3605723676
557	0.3602264519
558	0.3598305841
559	0.359415122
560	0.358977103
561	0.3586130926
562	0.3582075809
563	0.3577580887
564	0.3574605602
565	0.3569790421
566	0.356607083
567	0.3562534494
568	0.3558627643
569	0.3554710145
570	0.3551716449
571	0.3547337793
572	0.3543733009
573	0.3539127483
574	0.3533942727
575	0.3528620949
576	0.3523956561
577	0.3520627613
578	0.3516922632
579	0.3510708262
580	0.3507122008
581	0.3504181816
582	0.3501281576
583	0.3497508905
584	0.3493909393
585	0.3489657207
586	0.348551896
587	0.3482408626
588	0.3478963525
589	0.3475306615
590	0.3472069944
591	0.3467561042
592	0.3463982442
593	0.3460519076
594	0.3455347233
595	0.345213953
596	0.3448433456
597	0.3444229422
598	0.3439544855
599	0.3436257759
600	0.343271832
601	0.3429803476
602	0.3425764758
603	0.3421875112
604	0.3417331567
605	0.3414157893
606	0.3410056421
607	0.3405882184
608	0.3403122151
609	0.339886429
610	0.3394683783
611	0.3390707514
612	0.3386709584
613	0.338308015
614	0.3378924076
615	0.3375290243
616	0.3372477249
617	0.3367691546
618	0.3363762191
619	0.3359669178
620	0.3355305922
621	0.3352301909
622	0.3348793725
623	0.334586787
624	0.3342622837
625	0.3338562327
626	0.3335442227
627	0.3331498024
628	0.3326412972
629	0.3322215546
630	0.3318150457
631	0.3315377623
632	0.3310455825
633	0.3306864595
634	0.3302288259
635	0.3299318423
636	0.3294667325
637	0.3290498856
638	0.3286651437
639	0.3284074325
640	0.3279676639
641	0.3276001994
642	0.3273130907
643	0.3270164898
644	0.3266987795
645	0.3263390938
646	0.3260589753
647	0.3256953521
648	0.3252482411
649	0.3247138891
650	0.324328054
651	0.3240351861
652	0.3235624381
653	0.3231550503
654	0.322840497
655	0.3224150294
656	0.3220374351
657	0.3216894134
658	0.3214328083
659	0.3209255871
660	0.3205999532
661	0.3202570524
662	0.3199573331
663	0.3196097095
664	0.3193409006
665	0.3189912033
666	0.318591898
667	0.3183763848
668	0.3180081397
669	0.3176668768
670	0.317259037
671	0.31688658
672	0.3164373657
673	0.3161315247
674	0.3157597261
675	0.3154837111
676	0.3152190748
677	0.3148835122
678	0.3145173864
679	0.3141868279
680	0.3138355074
681	0.3135327071
682	0.3133079061
683	0.3129640293
684	0.3126084262
685	0.3122303729
686	0.3119106079
687	0.311536401
688	0.3111368733
689	0.3108292373
690	0.3105875908
691	0.3103135928
692	0.3099528895
693	0.3096508205
694	0.3093686256
695	0.3091610695
696	0.3087630728
697	0.3083880215
698	0.3080264265
699	0.3077148375
700	0.3073294462
701	0.3069703099
702	0.3066384703
703	0.3063907513
704	0.3060910979
705	0.3058357848
706	0.3055954506
707	0.305313828
708	0.3049886711
709	0.3047298393
710	0.3044134865
711	0.3041041765
712	0.3038249631
713	0.303486975
714	0.3031664261
715	0.3027794457
716	0.3023880836
717	0.3021082469
718	0.3017504042
719	0.3013468172
720	0.3010544958
721	0.3006468419
722	0.3003750085
723	0.2999784039
724	0.2996742671
725	0.2991885168
726	0.2988400016
727	0.2985537118
728	0.298132218
729	0.2978084613
730	0.2974869547
731	0.2970679001
732	0.2967448389
733	0.2964133871
734	0.2961353583
735	0.2958868852
736	0.2955838968
737	0.2953106168
738	0.2949569589
739	0.2945994426
740	0.2942599603
741	0.2939381095
742	0.2936526377
743	0.2933749746
744	0.2929976621
745	0.2927458944
746	0.2925079012
747	0.2922028206
748	0.291960309
749	0.2917183698
750	0.2913732957
751	0.2910557061
752	0.2907176908
753	0.2904975806
754	0.2901282862
755	0.2898764945
756	0.2895136087
757	0.2892345924
758	0.2889853237
759	0.2887528743
760	0.2884702576
761	0.288182972
762	0.2878040435
763	0.2874709057
764	0.2871952662
765	0.286906798
766	0.2865710918
767	0.2861470314
768	0.2858993235
769	0.2855545355
770	0.2852399002
771	0.2848031143
772	0.2845248397
773	0.2842702631
774	0.2838147851
775	0.2835274555
776	0.2831790816
777	0.2829158052
778	0.2826866865
779	0.2824482502
780	0.2821705861
781	0.2819225251
782	0.2816093255
783	0.2813328026
784	0.2810728568
785	0.2807270089
786	0.2804394322
787	0.2801392103
788	0.2797545024
789	0.2793991368
790	0.2790310234
791	0.2786423929
792	0.2783184288
793	0.2780050362
794	0.2776730884
795	0.277342398
796	0.2770158209
797	0.2766705585
798	0.276389021
799	0.2760945831
800	0.2758637915
801	0.2755833947
802	0.2753048615
803	0.2750676591
804	0.2748158803
805	0.2745655494
806	0.2742459921
807	0.2739479345
808	0.2737658009
809	0.273507471
810	0.2731337782
811	0.2729311147
812	0.2726246019
813	0.2723470058
814	0.2721339933
815	0.2719011406
816	0.2716039687
817	0.2712632307
818	0.2710128574
819	0.2707920121
820	0.2704535717
821	0.2701435355
822	0.2698475794
823	0.2696384155
824	0.269321407
825	0.2690105701
826	0.2687804996
827	0.2683991817
828	0.2680186998
829	0.2676661321
830	0.2674129543
831	0.267210215
832	0.2670105999
833	0.2667017314
834	0.2664191385
835	0.2661740447
836	0.2658591089
837	0.2656420945
838	0.2653404232
839	0.2649560442
840	0.2646831657
841	0.264418206
842	0.264127688
843	0.2637861773
844	0.2635343024
845	0.2632038708
846	0.2628888259
847	0.2624536288
848	0.262126631
849	0.2618304837
850	0.2615764221
851	0.2612669298
852	0.2608910743
853	0.260531228
854	0.2601233876
855	0.2597481764
856	0.2594299551
857	0.2591600267
858	0.2588488892
859	0.2584360572
860	0.2582262406
861	0.257907122
862	0.2576305982
863	0.2573547918
864	0.2570299293
865	0.2567629115
866	0.2564265883
867	0.2561500403
868	0.255897789
869	0.2555373619
870	0.2553002986
871	0.2550540652
872	0.25478499
873	0.2545237385
874	0.2542374489
875	0.2540020323
876	0.2537242103
877	0.2534662564
878	0.2532059215
879	0.2529261119
880	0.2526763367
881	0.2523982858
882	0.2520711094
883	0.2517865376
884	0.2515571027
885	0.2512678723
886	0.2509258564
887	0.2505676695
888	0.2503049213
889	0.2499844085
890	0.2496938169
891	0.2493736649
892	0.2491598291
893	0.248856523
894	0.2486466918
895	0.2483739802
896	0.2481090085
897	0.2477510939
898	0.2474826768
899	0.2472010573
900	0.2469265828
901	0.2467204799
902	0.246497585
903	0.2462667234
904	0.246028467
905	0.2457213285
906	0.2453928388
907	0.2451525033
908	0.2448441562
909	0.2445551226
910	0.2442963616
911	0.2440551292
912	0.2438214975
913	0.24350789
914	0.2431647663
915	0.2429163808
916	0.242675281
917	0.2424328308
918	0.2421474119
919	0.2419220608
920	0.2416632745
921	0.2413634771
922	0.2410037026
923	0.240743542
924	0.2404847608
925	0.2400801698
926	0.2398846913
927	0.2396188611
928	0.2393656451
929	0.239172826
930	0.2389305832
931	0.2386434666
932	0.2383037756
933	0.238019928
934	0.2377573644
935	0.237567449
936	0.2373062467
937	0.2370188009
938	0.2367403404
939	0.2363980435
940	0.2361048825
941	0.2357882458
942	0.2354855912
943	0.235320415
944	0.2350145808
945	0.234746448
946	0.2344725229
947	0.2342651491
948	0.2339603046
949	0.2336604052
950	0.2334294391
951	0.2332016803
952	0.2328981121
953	0.2326898679
954	0.2324241753
955	0.232250425
956	0.2319197767
957	0.2316973508
958	0.2315336233
959	0.2312896708
960	0.2310128288
961	0.2307498647
962	0.2304601483
963	0.2302803807
964	0.2300364137
965	0.2297468464
966	0.2294866547
967	0.2292952904
968	0.2290804155
969	0.2287850017
970	0.2285208877
971	0.2283083891
972	0.2280686655
973	0.2277988134
974	0.227528916
975	0.2272706042
976	0.2269848475
977	0.2267616349
978	0.2265233443
979	0.2263461893
980	0.2261093298
981	0.2259521146
982	0.2257111756
983	0.2254127705
984	0.2252575736
985	0.2249703902
986	0.2247633774
987	0.2244251246
988	0.2241845696
989	0.2240201272
990	0.2237163844
991	0.2234066141
992	0.2231944913
993	0.2228881218
994	0.2226640999
995	0.2224306067
996	0.2222508599
997	0.2220356105
998	0.2218151241
999	0.2215688491
1000	0.2212919967
1001	0.2209845372
1002	0.2207655283
1003	0.2205545097
1004	0.2202455737
1005	0.2199467722
1006	0.2196963329
1007	0.2194045391
1008	0.2191666049
1009	0.2189257818
1010	0.2187130487
1011	0.2185000924
1012	0.2182691281
1013	0.2180513056
1014	0.2178020289
1015	0.2175545751
1016	0.2173389325
1017	0.2171972876
1018	0.2170064053
1019	0.2167837586
1020	0.2165493644
1021	0.2163527819
1022	0.2161729992
1023	0.215924594
1024	0.2157084806
1025	0.2154480747
1026	0.2151592962
1027	0.214989131
1028	0.2147925394
1029	0.2144983189
1030	0.2142213246
1031	0.2140198117
1032	0.2137562524
1033	0.2135058699
1034	0.2133028964
1035	0.213057439
1036	0.2127719476
1037	0.2125611989
1038	0.2123162739
1039	0.2121394273
1040	0.2119339999
1041	0.2116576203
1042	0.2114529497
1043	0.21117239
1044	0.2109002055
1045	0.2106767921
1046	0.2104844211
1047	0.2102409124
1048	0.2099938939
1049	0.2098221736
1050	0.2095559363
1051	0.209262982
1052	0.2090563222
1053	0.2087952647
1054	0.2086327615
1055	0.2084122416
1056	0.2082051646
1057	0.2079776521
1058	0.2078144418
1059	0.2075456984
1060	0.2073402875
1061	0.2071317606
1062	0.2068427693
1063	0.2066327204
1064	0.2063544479
1065	0.2061010686
1066	0.2059307066
1067	0.2056647071
1068	0.20545029
1069	0.2052311865
1070	0.2049266137
1071	0.2046576234
1072	0.2045011082
1073	0.2042513692
1074	0.2040002854
1075	0.2038133488
1076	0.2035904121
1077	0.203433387
1078	0.2031618555
1079	0.2029446629
1080	0.2026648096
1081	0.2024502855
1082	0.2022674772
1083	0.2020934379
1084	0.2018458264
1085	0.2016227622
1086	0.2014345987
1087	0.2011953057
1088	0.2010145787
1089	0.2007649372
1090	0.2005599036
1091	0.2002588826
1092	0.2000508346
1093	0.1998436124
1094	0.1995634019
1095	0.1994110263
1096	0.1992001386
1097	0.1989867761
1098	0.1987381736
1099	0.1984852521
1100	0.1982810966
1101	0.1980315501
1102	0.1978620176
1103	0.1976775033
1104	0.1974574655
1105	0.19719145
1106	0.197033797
1107	0.1967757531
1108	0.196624434
1109	0.1964480761
1110	0.1962344796
1111	0.1960789569
1112	0.1959112424
1113	0.1956802105
1114	0.1954824016
1115	0.1953007379
1116	0.1951045544
1117	0.1949574808
1118	0.1947025394
1119	0.1944167265
1120	0.1941876034
1121	0.1940064073
1122	0.1937769946
1123	0.1935292796
1124	0.1933353718
1125	0.1931542511
1126	0.1929749207
1127	0.1927969982
1128	0.1925501307
1129	0.1923794933
1130	0.19217959
1131	0.1919483554
1132	0.1917666296
1133	0.1915621565
1134	0.1913925597
1135	0.1911733603
1136	0.1909475763
1137	0.1906535803
1138	0.1904745011
1139	0.1902965262
1140	0.1901151829
1141	0.1899276064
1142	0.1897446462
1143	0.189527255
1144	0.1893084572
1145	0.1891349481
1146	0.1889749963
1147	0.1887841253
1148	0.188626506
1149	0.1884431027
1150	0.1882978974
1151	0.1881228455
1152	0.1879788654
1153	0.1877535515
1154	0.1875647614
1155	0.187327239
1156	0.1871456152
1157	0.1869452674
1158	0.1867342136
1159	0.1865155023
1160	0.1862466493
1161	0.1860809117
1162	0.1859143056
1163	0.18573079
1164	0.1855520122
1165	0.1853171731
1166	0.185141412
1167	0.1850203207
1168	0.1848312116
1169	0.1845643531
1170	0.1843601764
1171	0.1841920346
1172	0.1840170663
1173	0.1838565596
1174	0.1836426947
1175	0.1834573853
1176	0.1832581173
1177	0.182960365
1178	0.1827445483
1179	0.18253751
1180	0.1823404994
1181	0.1821738077
1182	0.1820203171
1183	0.1817969363
1184	0.1816193081
1185	0.1813808233
1186	0.1811936675
1187	0.1810030895
1188	0.1808267222
1189	0.1806157345
1190	0.1804500956
1191	0.1802890397
1192	0.180077865
1193	0.1798611974
1194	0.1796690841
1195	0.1794450769
1196	0.179211542
1197	0.1790375523
1198	0.1789085445
1199	0.1787655998
1200	0.1785683221
1201	0.1783922358
1202	0.1782397373
1203	0.1780994513
1204	0.1778873067
1205	0.177709942
1206	0.1775359206
1207	0.1773834929
1208	0.1771549071
1209	0.1770157385
1210	0.1767840121
1211	0.1766273045
1212	0.1764513068
1213	0.1762414862
1214	0.1760473012
1215	0.1758930721
1216	0.175678964
1217	0.1755334912
1218	0.1754027325
1219	0.1751652616
1220	0.1750154606
1221	0.174821975
1222	0.1746651918
1223	0.1745047341
1224	0.1743121827
1225	0.17409754
1226	0.1739616703
1227	0.1737632616
1228	0.1736109886
1229	0.1734328943
1230	0.1732442497
1231	0.1730234007
1232	0.1727746709
1233	0.172588383
1234	0.1724312026
1235	0.1722375291
1236	0.1720757105
1237	0.1718444381
1238	0.1716705596
1239	0.1714245895
1240	0.1712498955
1241	0.1710708015
1242	0.1708399406
1243	0.1707052633
1244	0.1704881723
1245	0.1703341994
1246	0.1701733865
1247	0.1699491325
1248	0.1697970534
1249	0.1696395775
1250	0.1694885014
1251	0.1693127456
1252	0.1690412954
1253	0.168886429
1254	0.1686577575
1255	0.1685233565
1256	0.1683368263
1257	0.1681206159
1258	0.1679638781
1259	0.167843691
1260	0.1676683711
1261	0.1674703752
1262	0.1673312955
1263	0.1671863678
1264	0.166990732
1265	0.1667765315
1266	0.1665746297
1267	0.1664358256
1268	0.1662847936
1269	0.1660521523
1270	0.1658481597
1271	0.1656480706
1272	0.1655303164
1273	0.1653869355
1274	0.1651999796
1275	0.165053726
1276	0.1648937054
1277	0.1647307013
1278	0.1645483406
1279	0.1643914458
1280	0.164239419
1281	0.1640453085
1282	0.1639106365
1283	0.1636593563
1284	0.1634652718
1285	0.1632628845
1286	0.1631519186
1287	0.1630151394
1288	0.1628806953
1289	0.1627009004
1290	0.1625128512
1291	0.162336828
1292	0.1621037639
1293	0.1619396018
1294	0.1617866918
1295	0.1615861296
1296	0.1613880013
1297	0.1612269397
1298	0.1610603058
1299	0.160952645
1300	0.1607440197
1301	0.1605240646
1302	0.160325842
1303	0.16014401
1304	0.1599493373
1305	0.1597351437
1306	0.15964451
1307	0.1594609881
1308	0.1593010425
1309	0.1591448608
1310	0.1589807694
1311	0.1587969453
1312	0.1586901095
1313	0.1585459425
1314	0.1583953406
1315	0.1582486279
1316	0.1580856944
1317	0.1579510015
1318	0.1577707249
1319	0.1576141259
1320	0.1574775164
1321	0.157323814
1322	0.1571713499
1323	0.1570495096
1324	0.1569443114
1325	0.1568007566
1326	0.1566063362
1327	0.1564597259
1328	0.1563106857
1329	0.1561901797
1330	0.1560357887
1331	0.1558752002
1332	0.1556977816
1333	0.1555109545
1334	0.1553435171
1335	0.1551719713
1336	0.1549241828
1337	0.154798425
1338	0.1546548032
1339	0.1544867051
1340	0.1543023157
1341	0.1541543113
1342	0.1539559318
1343	0.1538088805
1344	0.1537095518
1345	0.1535561952
1346	0.1534140964
1347	0.1532634944
1348	0.1531162622
1349	0.1529387192
1350	0.1527558911
1351	0.1525845813
1352	0.1524587634
1353	0.1523348755
1354	0.1521614519
1355	0.1520522653
1356	0.1519203023
1357	0.1517939111
1358	0.1516222933
1359	0.151440463
1360	0.1512749886
1361	0.1510910576
1362	0.1508910751
1363	0.150716687
1364	0.150579745
1365	0.1503967346
1366	0.1502057396
1367	0.150041432
1368	0.1498150338
1369	0.1496467416
1370	0.1495285013
1371	0.1494249299
1372	0.1492732572
1373	0.1491022621
1374	0.1489244849
1375	0.1487779273
1376	0.1486285523
1377	0.1484891013
1378	0.1482986957
1379	0.1482004734
1380	0.1480336801
1381	0.1479283748
1382	0.1476961969
1383	0.1475654623
1384	0.1474120978
1385	0.147254264
1386	0.1471085382
1387	0.1469315974
1388	0.1467936228
1389	0.1466056367
1390	0.1464471912
1391	0.1463122848
1392	0.1461913774
1393	0.146070549
1394	0.1459314432
1395	0.1457704665
1396	0.1456512964
1397	0.1455137964
1398	0.145322243
1399	0.1451445278
1400	0.1450315416
1401	0.1448998976
1402	0.1447679418
1403	0.1446107465
1404	0.1444475085
1405	0.1442892658
1406	0.1441356276
1407	0.1440164966
1408	0.1438471163
1409	0.1437030534
1410	0.1435592278
1411	0.1434123741
1412	0.143299548
1413	0.1431788993
1414	0.1430898674
1415	0.1429355011
1416	0.1427704512
1417	0.1426237945
1418	0.1424402466
1419	0.1422409015
1420	0.1420802419
1421	0.1419402761
1422	0.1418076013
1423	0.1416714477
1424	0.1414850526
1425	0.1413351048
1426	0.1411718097
1427	0.1410392897
1428	0.1409083974
1429	0.1407797523
1430	0.1406238677
1431	0.1404982966
1432	0.1403466325
1433	0.1401485263
1434	0.1400125503
1435	0.1398302939
1436	0.1396511434
1437	0.1395502377
1438	0.1394418837
1439	0.1393306252
1440	0.139188975
1441	0.1390506736
1442	0.1389082952
1443	0.1388014161
1444	0.1386328504
1445	0.1384734039
1446	0.1383312854
1447	0.1381511236
1448	0.1379773907
1449	0.1378708947
1450	0.137749105
1451	0.1376175358
1452	0.137450449
1453	0.1373354964
1454	0.1371502513
1455	0.1369996068
1456	0.1368083998
1457	0.1366957446
1458	0.1365934954
1459	0.1364727881
1460	0.1363359908
1461	0.1361536701
1462	0.1360468385
1463	0.1359101214
1464	0.1357641712
1465	0.135584966
1466	0.1354047751
1467	0.1352740286
1468	0.1350946568
1469	0.1349689351
1470	0.1348300339
1471	0.1347017212
1472	0.134588473
1473	0.1344835497
1474	0.1343420741
1475	0.134190959
1476	0.1340697017
1477	0.1338851885
1478	0.1337076019
1479	0.133594576
1480	0.1334673601
1481	0.1333222927
1482	0.1331587982
1483	0.1330273119
1484	0.1328929785
1485	0.1327722987
1486	0.1326886661
1487	0.1325457458
1488	0.1323248802
1489	0.1322003339
1490	0.1320933286
1491	0.1319544967
1492	0.1318082401
1493	0.1316538788
1494	0.1315335455
1495	0.1314055639
1496	0.131241593
1497	0.1311229245
1498	0.1310209657
1499	0.1308945593
1500	0.130766036
1501	0.1306728899
1502	0.1305264342
1503	0.1303613373
1504	0.1302598707
1505	0.1301572006
1506	0.1300372639
1507	0.1299632581
1508	0.1298450919
1509	0.1297188257
1510	0.129543164
1511	0.1293971827
1512	0.1293174003
1513	0.1291759723
1514	0.1290732695
