iter	Logloss
284	0.2850683313
285	0.2845626028
286	0.2839785065
287	0.2832619967
288	0.2830780399
289	0.2822054964
290	0.2818564729
291	0.2811855556
292	0.2809331796
293	0.2806270326
294	0.2803272331
295	0.2797553436
296	0.2788938778
297	0.2783050514
298	0.2776715784
299	0.2772508704
300	0.2766994884
301	0.276041022
302	0.2753622618
303	0.2748167695
304	0.2743797044
305	0.2736005125
306	0.2730027141
307	0.2720702351
308	0.2714336495
309	0.2710632335
310	0.2706343164
311	0.2700802183
312	0.2694607528
313	0.268952827
314	0.2681359771
315	0.267613037
316	0.267166481
317	0.2669569815
318	0.2665009347
319	0.2659677103
320	0.2652391768
321	0.2644919363
322	0.2639106781
323	0.2632410425
324	0.2630042302
325	0.262365844
326	0.2617389933
327	0.261382249
328	0.2609000796
329	0.2603444862
330	0.2601033405
331	0.2594657783
332	0.2591057382
333	0.2588036194
334	0.2584587157
335	0.2578152332
336	0.2569382647
337	0.2561381993
338	0.2557351911
339	0.2554423495
340	0.2549020452
341	0.2543771214
342	0.2538304085
343	0.2533418915
344	0.2527348311
345	0.2521450281
346	0.2513705359
347	0.2508350685
348	0.250547659
349	0.2498394803
350	0.2492279644
351	0.2486794357
352	0.2478796602
353	0.2473232886
354	0.2471242411
355	0.2466319859
356	0.2461053684
357	0.2454077029
358	0.2448752567
359	0.2441732883
360	0.2437583327
361	0.2432376355
362	0.2427450598
363	0.2421751539
364	0.2415914391
365	0.2411852724
366	0.2407524491
367	0.2398853835
368	0.2393056663
369	0.2386366716
370	0.2382326259
371	0.237916515
372	0.2372360458
373	0.2366392086
374	0.2361935834
375	0.2356532791
376	0.2352687795
377	0.2347841993
378	0.2341782528
379	0.2337681341
380	0.2333514391
381	0.2329322722
382	0.2325307441
383	0.2322954271
384	0.2320321565
385	0.2316238842
386	0.2311109536
387	0.2306819297
388	0.2303987773
389	0.230052424
390	0.2296362783
391	0.2291921942
392	0.2286607093
393	0.2280875228
394	0.2275998451
395	0.2271396022
396	0.2267670958
397	0.2264241605
398	0.2258850463
399	0.2254681224
400	0.2250394952
401	0.2243083677
402	0.223913828
403	0.2234773274
404	0.2229107784
405	0.2225202517
406	0.2220191923
407	0.2215436451
408	0.2211842763
409	0.220806048
410	0.2203531445
411	0.2198476754
412	0.2194658918
413	0.2190073426
414	0.218715798
415	0.2184061873
416	0.2178985362
417	0.217464538
418	0.2168890627
419	0.2162476249
420	0.2158622861
421	0.2154720798
422	0.2149694183
423	0.2146482721
424	0.2142306005
425	0.2139178313
426	0.2134477466
427	0.2132544211
428	0.2127955057
429	0.2121620786
430	0.2116988603
431	0.2108517376
432	0.2105458194
433	0.2101149492
434	0.2098158211
435	0.2094717413
436	0.2092267657
437	0.2086095431
438	0.2079633294
439	0.2076711286
440	0.2073969024
441	0.2066279491
442	0.2061184669
443	0.2059026656
444	0.2056055669
445	0.2052461981
446	0.2049582392
447	0.2046967539
448	0.2044439965
449	0.2040559722
450	0.2037529684
451	0.2034147785
452	0.2032185233
453	0.202946708
454	0.2023785415
455	0.2022497291
456	0.2017484102
457	0.201245947
458	0.2010623259
459	0.2006112687
460	0.2002193077
461	0.1997740945
462	0.1994145884
463	0.1991722678
464	0.1987996546
465	0.1986336113
466	0.1983599039
467	0.1981439958
468	0.197737234
469	0.1972256157
470	0.196782264
471	0.1964006178
472	0.1959563964
473	0.195405762
474	0.1949442679
475	0.1945662685
476	0.1942357689
477	0.1938502165
478	0.1936042796
479	0.1935024442
480	0.1929360172
481	0.1924226899
482	0.1920123272
483	0.1916841316
484	0.1913556613
485	0.1911696752
486	0.1907897837
487	0.1906177286
488	0.1903020602
489	0.1898074399
490	0.1896042268
491	0.1890952787
492	0.1888014453
493	0.1885097023
494	0.188179752
495	0.187804728
496	0.1874175277
497	0.1870556412
498	0.1867378214
499	0.186291708
500	0.1857944174
501	0.1853181378
502	0.1850990254
503	0.1847112452
504	0.1843894277
505	0.1840365133
506	0.1836826071
507	0.183479272
508	0.1831385491
509	0.1824850723
510	0.1821598826
511	0.181794975
512	0.1815338253
513	0.1810938916
514	0.1806576961
515	0.1804441226
516	0.1802430762
517	0.1799071598
518	0.1796723616
519	0.1792376615
520	0.1789634506
521	0.178776259
522	0.1783214329
523	0.1780202296
524	0.1778217467
525	0.1775405779
526	0.1772196148
527	0.1767766751
528	0.176388422
529	0.1760487367
530	0.1756765813
531	0.1753764614
532	0.1751026166
533	0.1749541359
534	0.1747665019
535	0.1746218816
536	0.174390837
537	0.1740972935
538	0.1736676897
539	0.1734478602
540	0.1730097421
541	0.1726045215
542	0.1720506676
543	0.1719242354
544	0.1716541901
545	0.1712475199
546	0.171079432
547	0.1707963558
548	0.1704831593
549	0.1701136894
550	0.1698031479
551	0.1694387591
552	0.1692025724
553	0.1690785816
554	0.1688011817
555	0.1685560687
556	0.1684967131
557	0.168377544
558	0.1681047216
559	0.1677897856
560	0.1675654853
561	0.1674435392
562	0.1671861279
563	0.1671060511
564	0.1668451304
565	0.1666775002
566	0.1664317159
567	0.1659975651
568	0.1658592466
569	0.1655600574
570	0.1653068575
571	0.1651497252
572	0.1648745072
573	0.1645590067
574	0.1644151798
575	0.1641550525
576	0.1638329298
577	0.1635865504
578	0.1632275478
579	0.1630566371
580	0.1628969566
581	0.1627505053
582	0.1625016998
583	0.162345361
584	0.1621715969
585	0.1619374701
586	0.1617198835
587	0.1614007973
588	0.1611472006
589	0.1606636884
590	0.1603281382
591	0.1600705133
592	0.1597715378
593	0.159569286
594	0.1594407024
595	0.1592267474
596	0.1590640458
597	0.1587907961
598	0.1586120577
599	0.15854048
600	0.1583391743
601	0.1580037462
602	0.1576343983
603	0.1575566561
604	0.1572468013
605	0.157066949
606	0.1568121622
607	0.1564236496
608	0.156203759
609	0.1560253411
610	0.1559008621
611	0.1557999574
612	0.1555686535
613	0.1554645903
614	0.1551693989
615	0.1549674371
616	0.1547509186
617	0.154411447
618	0.1540477906
619	0.1537920119
620	0.1534391433
621	0.1530892043
622	0.152813147
623	0.1525842997
624	0.152532558
625	0.1524068888
626	0.1523456869
627	0.1519958242
628	0.1516865491
629	0.1514890428
630	0.1513114641
631	0.1509970469
632	0.1507610128
633	0.1505468442
634	0.1503262212
635	0.1502658584
636	0.1502550249
637	0.150034234
638	0.1498412137
639	0.1497784401
640	0.1494949062
641	0.1491587151
642	0.1489796258
643	0.1486292901
644	0.148450155
645	0.1481825816
646	0.1479497365
647	0.1477152282
648	0.1474668957
649	0.1472552905
650	0.1469890598
651	0.1468170352
652	0.1464521733
653	0.1460153828
654	0.145696327
655	0.1453822761
656	0.1450973842
657	0.1448501961
658	0.1445155003
659	0.1442379325
660	0.1441663243
661	0.1441359445
662	0.1439255295
663	0.1436145455
664	0.1434622654
665	0.1433418757
666	0.1429386844
667	0.1425669868
668	0.1424061924
669	0.1423371323
670	0.1420567875
671	0.1418788578
672	0.1417382658
673	0.1415017892
674	0.1413453588
675	0.1411758366
676	0.1410208405
677	0.140655826
678	0.1404733036
679	0.1403550958
680	0.1401509825
681	0.1398891615
682	0.1396500146
683	0.139475274
684	0.1392714811
685	0.1392179847
686	0.1389271878
687	0.1387264161
688	0.1385184729
689	0.138339521
690	0.1381568001
691	0.1379155781
692	0.1377253806
693	0.1375401269
694	0.1374301282
695	0.1372861945
696	0.1371319003
697	0.1369806731
698	0.1368191005
699	0.1365579967
700	0.1362593873
701	0.136157674
702	0.1359680411
703	0.1355969385
704	0.1354145686
705	0.1353080031
706	0.1352059236
707	0.1351101458
708	0.1349104727
709	0.1348265661
710	0.1345648214
711	0.1343912862
712	0.1342401505
713	0.1340597795
714	0.1337920839
715	0.1336314422
716	0.1334064095
717	0.1332328285
718	0.1330185835
719	0.1328799598
720	0.1328033773
721	0.1326582687
722	0.1325396795
723	0.1324015746
724	0.1321514874
725	0.1320215458
726	0.1318067668
727	0.1315579613
728	0.1313239413
729	0.1311581422
730	0.1309785341
731	0.1307855442
732	0.1306408171
733	0.1304553803
734	0.1303010556
735	0.1300958895
736	0.1299988605
737	0.1298976202
738	0.1296753645
739	0.1295256174
740	0.1293310712
741	0.1292250244
742	0.1289934305
743	0.1288303779
744	0.1286449869
745	0.1285862415
746	0.1285392148
747	0.1283676174
748	0.1281886807
749	0.1280465781
750	0.1279132109
751	0.1277613199
752	0.127523554
753	0.127283545
754	0.1271365291
755	0.1269900091
756	0.1267050486
757	0.1266176401
758	0.1264578605
759	0.1262847678
760	0.1261021385
761	0.1259335242
762	0.1256848102
763	0.1255177217
764	0.1253276082
765	0.1251920438
766	0.1250767809
767	0.1246993765
768	0.1244948665
769	0.1243476523
770	0.1242012849
771	0.1239390443
772	0.1237631135
773	0.1236282281
774	0.1234956697
775	0.123153833
776	0.1229945111
777	0.1228098372
778	0.1226150545
779	0.1224437241
780	0.1223172233
781	0.1221552388
782	0.122043287
783	0.1219193191
784	0.1218142337
785	0.1216716504
786	0.1215597749
787	0.1214085706
788	0.1212950471
789	0.1209833765
790	0.1208911006
791	0.1207335792
792	0.1205950165
793	0.1204080615
794	0.1202808206
795	0.1201767804
796	0.1200505848
797	0.1199379387
798	0.119782729
799	0.1196067982
